"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd_pledged_real","usd_goal_real","usd_pledged","status","euros_pledged","euros_goal","proyect_length"
"44450",1225785511,"Dregs/4 Pints Shy Live CD Production","Music","Music","USD",2013-03-13,2000,2013-02-11,5571.5,107,"US",5571.5,2000,5571.5,"1",4529.675,1626.02,30
"122518",1622234286,"Help DiArt ® brighten the walls of Public Service Buildings","Art","Art","GBP",2015-10-09,48000,2015-09-09,0,0,"GB",0,73629.8,0,"0",0,39024.39,30
"183759",1935525152,"The Meaning Of Mummy","Nonfiction","Publishing","GBP",2015-09-20,9950,2015-08-21,0,0,"GB",0,15100.7,0,"0",0,8089.43,30
"192915",1981679122,"TerraChess - Handmade High-Art Chessboards (Canceled)","Product Design","Design","USD",2012-12-11,50000,2012-11-15,110,2,"US",110,50000,110,"0",89.43089,40650.41,26
"209904",2069730041,"T.O.T.G FEATURING U.V.I.I.A (therapy on the go) phone app.","Software","Technology","USD",2017-04-30,8000,2017-03-01,2,2,"US",2,8000,2,"0",1.626016,6504.06,60
"261928",40224750,"Retro Ice Lolly Enamel Pin Badge","Art","Art","GBP",2016-10-19,200,2016-09-19,419,33,"GB",510.66,243.75,510.66,"1",415.1707,162.6,30
"58244",1296290305,"The Occupy Chess Video Game (Canceled)","Video Games","Games","USD",2013-06-30,25000,2013-05-31,87,6,"US",87,25000,87,"0",70.73171,20325.2,30
"75561",1384812259,"Dash or Die: Endless Runner (Flyer)","Mobile Games","Games","USD",2017-08-19,5000,2017-07-20,64,2,"US",64,5000,64,"0",52.03252,4065.04,30
"100002",1507870170,"Survival Paracord Bracelets (Canceled)","Crafts","Crafts","USD",2015-10-11,750,2015-09-11,26,2,"US",26,750,26,"0",21.13821,609.76,30
"272512",456512383,"Rising Worship album recording (Canceled)","Music","Music","USD",2015-06-25,1000,2015-05-26,0,0,"US",0,1000,0,"0",0,813.01,30
"211222",2076484370,"Mystery Pets Art Book","Comics","Comics","USD",2012-05-06,1200,2012-04-07,9656.66,258,"US",9656.66,1200,9656.66,"1",7850.943,975.61,29
"182427",1928642390,"Help Fund Sexual Factory's Debut EP!!","Indie Rock","Music","USD",2013-03-23,1500,2013-02-21,60,3,"US",60,1500,60,"0",48.78049,1219.51,30
"306868",63282834,"Shelly Bean the Sports Queen comes to life!","Children's Books","Publishing","USD",2014-01-06,20000,2013-12-05,22687,275,"US",22687,20000,22687,"1",18444.72,16260.16,32
"150398",1764314701,"Garrett Hope's Final Composition Recital with Dance","Music","Music","USD",2011-02-05,500,2010-12-17,503,14,"US",503,500,503,"1",408.9431,406.5,50
"191331",1973621281,"Nate's Collection of short Stories, Poems, and Essays","Fiction","Publishing","USD",2012-04-12,2000,2012-03-13,0,0,"US",0,2000,0,"0",0,1626.02,30
"344250",823387875,"Knag - the Cycle wall mount","Product Design","Design","NOK",2016-12-08,88000,2016-11-08,2646,5,"NO",311.11,10346.73,311.11,"0",252.935,71544.72,30
"268227",434757791,"Mike Farris to Complete & Release New Album","Indie Rock","Music","USD",2012-07-12,10000,2012-06-12,27738,233,"US",27738,10000,27738,"1",22551.22,8130.08,30
"273206",459913994,"Glamorous hippy gear","Apparel","Fashion","USD",2016-12-29,2000,2016-11-29,20,1,"US",20,2000,20,"0",16.26016,1626.02,30
"228561",23187140,"My 12 years old Star Wars comic Special Edition","Comics","Comics","EUR",2017-01-07,100,2016-12-18,32,4,"ES",34.12,106.61,34.12,"0",27.73984,81.3,20
"78930",1401587904,"Conscious Company Magazine","Print","Journalism","USD",2014-08-21,50000,2014-07-22,41788,215,"US",41788,50000,41788,"0",33973.98,40650.41,30
"47820",1243761056,"A Geek Rock! Tribute Album","Music","Music","USD",2017-01-01,1100,2016-11-12,75,4,"US",75,1100,75,"0",60.97561,894.31,50
"174732",1888600691,"Miss Moonshine's Debut Record!","Indie Rock","Music","USD",2016-01-02,3000,2015-12-07,3085,47,"US",3085,3000,3085,"1",2508.13,2439.02,26
"97762",1496379386,"Everyone Makes Wishes - a picture book for happy dreamers","Children's Books","Publishing","USD",2015-09-25,4700,2015-08-04,1844,21,"US",1844,4700,1844,"0",1499.187,3821.14,52
"106615",1541800901,"We've got to get this stuff recorded before it's too late!","Country & Folk","Music","USD",2011-12-26,4350,2011-10-27,7345,73,"US",7345,4350,7345,"1",5971.545,3536.58,60
"14198",1071377882,"Loot Trap","Tabletop Games","Games","USD",2017-12-15,7500,2017-11-15,907,38,"US",907,7500,907,"0",737.3984,6097.56,30
"248612",334389026,"Electricus: a tactile experience at Burning Man 2016","Art","Art","USD",2016-08-09,7500,2016-07-24,7815.94,94,"US",7815.94,7500,7815.94,"1",6354.423,6097.56,16
"296643",580184169,"WELtip - Toothpaste Delivery System for Water Flossers","Product Design","Design","USD",2014-11-30,5000,2014-10-01,6217,108,"US",6217,5000,6217,"1",5054.472,4065.04,60
"252188",352725021,"Green Mountain Boys Standard Flag Morale Patches","Graphic Design","Design","USD",2014-07-12,250,2014-06-27,10,2,"US",10,250,10,"0",8.130081,203.25,15
"42369",121570184,"Soleships by Goddess & Tribe (Canceled)","Accessories","Fashion","USD",2015-09-01,5000,2015-08-03,1103.11,15,"US",1103.11,5000,1103.11,"0",896.8374,4065.04,29
"348825",847131256,"Swan Lake in Tap: The Album","Jazz","Music","USD",2014-08-22,1500,2014-06-23,3500,48,"US",3500,1500,3500,"1",2845.528,1219.51,60
"344575",825085088,"Lomby Zombie: Corporate Stiff Board Game","Tabletop Games","Games","USD",2010-07-31,4000,2010-06-13,25,2,"US",25,4000,25,"0",20.3252,3252.03,48
"313255",665473297,"District Flavors: A Local Food Block Party ","Food","Food","USD",2010-10-10,1500,2010-09-21,2644,39,"US",2644,1500,2644,"1",2149.593,1219.51,19
"247770",330174725,"The Platinum Loop","Narrative Film","Film & Video","USD",2016-02-02,2500,2016-01-19,3569,25,"US",3569,2500,3569,"1",2901.626,2032.52,14
"353805",872294653,"SNAFU: A Real Time Cooperative Party Game.","Tabletop Games","Games","USD",2013-10-07,3000,2013-09-05,4161,147,"US",4161,3000,4161,"1",3382.927,2439.02,32
"130492",1662552982,"Paradox of Ducane - A Short Drama/Thriller","Thrillers","Film & Video","USD",2015-03-19,2500,2015-02-17,461,7,"US",461,2500,461,"0",374.7967,2032.52,30
"343062",817716824,"Ginebra Films & Media - Multimedia Entertainment For All","Film & Video","Film & Video","USD",2016-08-31,10000,2016-08-01,0,0,"US",0,10000,0,"0",0,8130.08,30
"44306",1225210952,"Brice Mousset, 1st season of his official company OUI/WE/","Dance","Dance","USD",2012-10-01,7900,2012-09-04,8487,106,"US",8487,7900,8487,"1",6900,6422.76,27
"118923",1604132374,"Custom Made 1920's A-1 Leather Flight Jacket Reproduction","Apparel","Fashion","USD",2015-10-16,7000,2015-09-15,700,2,"US",700,7000,700,"0",569.1057,5691.06,31
"21419",1108584284,"""A Mano Limpia"" The Legendary History of Omar Vizquel","Documentary","Film & Video","USD",2012-07-09,2e+05,2012-05-25,1036.02,14,"US",1036.02,2e+05,1036.02,"0",842.2927,162601.6,45
"351299",859695528,"A Madd Comic, Dark Comedy Feature Film Project","Film & Video","Film & Video","USD",2012-12-01,127500,2012-10-02,0,0,"US",0,127500,0,"0",0,103658.5,60
"95389",148482782,"Healthy is Beautiful - A Beginners Guide to Healthy Living","Nonfiction","Publishing","USD",2015-11-11,500,2015-10-21,525,17,"US",525,500,525,"1",426.8293,406.5,21
"136053",1690837510,"Limbo","Comic Books","Comics","GBP",2015-07-26,850,2015-06-25,70,4,"GB",109.03,1323.95,109.03,"0",88.64228,691.06,31
"141705",1719833894,"Anime 1.0","Web","Journalism","USD",2015-03-13,50,2015-02-11,150,11,"US",150,50,150,"1",121.9512,40.65,30
"52815",1268773673,"Nuclear Workers Need Help Fighting For Justice","Documentary","Film & Video","USD",2011-09-30,2500,2011-08-01,185,4,"US",185,2500,185,"0",150.4065,2032.52,60
"252593",354767121,"TRI-FI is Making a Christmas CD in August?!","Jazz","Music","USD",2011-08-04,5000,2011-07-15,5090,118,"US",5090,5000,5090,"1",4138.211,4065.04,20
"285350",521636868,"Rising City's Summer Acting Intensive for Teens in Queens","Theater","Theater","USD",2011-07-14,5150,2011-06-14,1269,21,"US",1269,5150,1269,"0",1031.707,4186.99,30
"349524",850838893,"The Perfect Swimsuit | Sustainable Swimwear by APRICOSS","Apparel","Fashion","USD",2016-06-10,10000,2016-05-11,2266,42,"US",2266,10000,2266,"0",1842.276,8130.08,30
"210788",2074165833,"The Phone Call","Shorts","Film & Video","USD",2011-07-16,3000,2011-06-01,50,2,"US",50,3000,50,"0",40.65041,2439.02,45
"73259",1373106296,"Franksgiving: A short film","Comedy","Film & Video","USD",2014-11-11,5000,2014-10-07,5210,54,"US",5210,5000,5210,"1",4235.772,4065.04,35
"261916",402188014,"HASARD... do you believe in fate?","Shorts","Film & Video","USD",2012-08-11,15000,2012-07-12,15190,16,"US",15190,15000,15190,"1",12349.59,12195.12,30
"280510",496983787,"Men Vs Women: Talk Show","Television","Film & Video","USD",2016-09-30,10000,2016-08-31,45,1,"US",45,10000,45,"0",36.58537,8130.08,30
"307982",638690727,"Super Weenies! A superhero hot dog cart.","Food Trucks","Food","USD",2014-11-02,1300,2014-09-03,20,1,"US",20,1300,20,"0",16.26016,1056.91,60
"339926",801402034,"HotterKeys—A Game for Learning Keyboard Shortcuts","Video Games","Games","USD",2015-06-18,45000,2015-05-19,5822,150,"US",5822,45000,5822,"0",4733.333,36585.37,30
"124075",1629873212,"Fantastic Presidential Comic Book Stories With Sticker's.","Comic Books","Comics","CAD",2017-03-25,20000,2017-01-24,0,0,"CA",0,14989.13,0,"0",0,16260.16,60
"239310",286901873,"Lessons","Shorts","Film & Video","USD",2012-04-30,500,2012-04-10,594,17,"US",594,500,594,"1",482.9268,406.5,20
"238650",283515349,"One Face, One Story","Photography","Photography","MXN",2017-04-22,15000,2017-03-20,0,0,"MX",0,790.14,0,"0",0,12195.12,33
"110891",1563484478,"Eskimo Bob (Series Reboot)","Animation","Film & Video","CAD",2014-01-23,8000,2013-12-24,797,26,"CA",720.48,7231.97,720.48,"0",585.7561,6504.06,30
"242281",302242156,"Popgoth Tarot","Mixed Media","Art","USD",2018-01-18,2000,2017-12-19,560,15,"US",560,2000,560,"0",455.2846,1626.02,30
"309533",646642618,"Best UV Poncho","Accessories","Fashion","EUR",2016-12-12,15000,2016-11-07,405,7,"IT",422.78,15658.44,422.78,"0",343.7236,12195.12,35
"155291",1789824833,"Lovefield Way Garden & Arts","Farms","Food","USD",2015-05-03,2000,2015-04-03,2030,28,"US",2030,2000,2030,"1",1650.407,1626.02,30
"134718",1683739868,"The character on the screen","Video Games","Games","CAD",2015-03-16,10000,2015-03-06,0,0,"CA",0,7891.41,0,"0",0,8130.08,10
"70655",1359645161,"My last chapter - Feature Film","Film & Video","Film & Video","GBP",2013-07-05,270000,2013-06-05,5,1,"GB",7.49,404209.77,7.49,"0",6.089431,219512.2,30
"96457",1490085240,"techJOYnT: bringing STEM Education to all students!","Technology","Technology","USD",2015-03-13,50000,2015-02-12,608,13,"US",608,50000,608,"0",494.3089,40650.41,29
"360119",904616351,"Letbia's Cookbook: Authentic Mexican & International Cuisine","Cookbooks","Food","MXN",2017-10-16,5000,2017-09-16,5600,8,"MX",296.41,264.65,296.41,"1",240.9837,4065.04,30
"180869",1920284335,"Hand Crafted: An Illustrated Cocktail Book","Art Books","Publishing","USD",2017-04-17,3700,2017-03-18,6998,152,"US",6998,3700,6998,"1",5689.431,3008.13,30
"331447",758600673,"Bill Phillippe's New RECORD!","Blues","Music","USD",2014-10-16,6000,2014-09-16,3329,46,"US",3329,6000,3329,"0",2706.504,4878.05,30
"110594",1561987728,"Fair Shares Funds: Marcoot Jersey Creamery","Food","Food","USD",2012-09-06,15020,2012-08-07,15029.88,211,"US",15029.88,15020,15029.88,"1",12219.41,12211.38,30
"334505",773954968,"Lemonade Stand (Canceled)","Food","Food","USD",2014-08-21,100,2014-07-22,0,0,"US",0,100,0,"0",0,81.3,30
"188277",1958308571,"Babe In The Bump is EXPANDING","Art","Art","USD",2011-04-01,1150,2011-02-28,1208,11,"US",1208,1150,1208,"1",982.1138,934.96,32
"157783",1802609438,"Dillon Biggs Records His Debut EP, Cakewalk","Music","Music","USD",2015-07-20,4000,2015-06-19,4010,0,"US",4010,4000,4010,"1",3260.163,3252.03,31
"74655",1380404841,"Russell Stern's Next Album","Music","Music","USD",2017-04-25,15000,2017-02-24,146,5,"US",146,15000,146,"0",118.6992,12195.12,60
"315607",677513202,"Hunter Clarke's ""Sublime Creatures"" Catalog","Painting","Art","USD",2013-09-01,3000,2013-07-31,3020,47,"US",3020,3000,3020,"1",2455.285,2439.02,32
"70242",1357569799,"America's Next Top Show Choir","Film & Video","Film & Video","USD",2014-07-13,1e+05,2014-05-14,0,0,"US",0,1e+05,0,"0",0,81300.81,60
"66940",1340628393,"Music score for ""the prayer scene"" in my feature film.","Drama","Film & Video","USD",2015-03-02,4000,2015-02-05,5411,76,"US",5411,4000,5411,"1",4399.187,3252.03,25
"319579",697641982,"bnd / one: the world's most portable full-size guitar stand.","Product Design","Design","USD",2014-07-08,30000,2014-05-27,15010.11,127,"US",15010.11,30000,15010.11,"0",12203.34,24390.24,42
"306494",630866644,"Music is Art (on your toilet)","Art","Art","USD",2015-09-05,500,2015-09-02,0,0,"US",0,500,0,"0",0,406.5,3
"298379",589507862,"EneRum","Music","Music","DKK",2017-02-15,35000,2017-01-16,35680,60,"DK",5111.97,5014.54,5111.97,"1",4156.073,28455.28,30
"176780",1899345121,"Your Photos, Your Artworks, UrWallet (Canceled)","Product Design","Design","USD",2014-07-28,1e+05,2014-06-13,324,14,"US",324,1e+05,324,"0",263.4146,81300.81,45
"109285",1555346070,"Decentralized Dance Party- HOUSTON EDITION!","Public Art","Art","USD",2012-01-14,999,2012-01-10,1057.07,40,"US",1057.07,999,1057.07,"1",859.4065,812.2,4
"133441",1677220830,"DJONUTS BEGINS...","Restaurants","Food","USD",2015-03-11,10000,2015-02-09,10086,91,"US",10086,10000,10086,"1",8200,8130.08,30
"75000",1382111119,"The Godfather Part IV (Canceled)","Comedy","Film & Video","AUD",2014-09-09,3000,2014-08-10,0,0,"AU",0,2715.92,0,"0",0,2439.02,30
"181274",1922563013,"B.E: Refined Bicycle Playing Cards by USPCC","Playing Cards","Games","GBP",2014-08-15,8500,2014-07-14,5249,266,"GB",8760.6,14186.53,8760.6,"0",7122.439,6910.57,32
"171242",1871078689,"Haunted House to benefit Children's Hospital of Philadelphia","Immersive","Theater","USD",2016-07-02,2500,2016-06-02,2555,18,"US",2555,2500,2555,"1",2077.236,2032.52,30
"358360",89561216,"Five Wishes for children","Painting","Art","USD",2014-08-07,1000,2014-07-10,1000,5,"US",1000,1000,1000,"0",813.0081,813.01,28
"66850",1340170765,"Chin Up, Dreamboat! A Coloring Book for Lesbian Breakups","Illustration","Art","USD",2016-03-13,1200,2016-02-12,7500.69,260,"US",7500.69,1200,7500.69,"1",6098.122,975.61,30
"220235",2121709449,"Ethics Based Multimedia Stories For Kids","Digital Art","Art","USD",2011-07-28,20000,2011-06-28,0,0,"US",0,20000,0,"0",0,16260.16,30
"44331",1225281588,"Country Fried Rock *Radio*--Emerging Roots Music","Radio & Podcasts","Publishing","USD",2011-02-28,3000,2011-01-29,3000,12,"US",3000,3000,3000,"0",2439.024,2439.02,30
"355747",882019611,"CAMo","Product Design","Design","USD",2016-07-25,1500,2016-06-20,276,22,"US",276,1500,276,"0",224.3902,1219.51,35
"21538",1109219989,"WMETT- Wireless Mobile Electronic Transaction Terminal","Gadgets","Technology","USD",2015-03-09,12000,2015-02-27,1,1,"US",1,12000,1,"0",0.8130081,9756.1,10
"34269",1173886953,"Erzsébet: The Bathory Opera Premiere (Canceled)","Classical Music","Music","USD",2011-06-02,5464,2011-03-27,261,10,"US",261,5464,261,"0",212.1951,4442.28,67
"297906",587048684,"Gray Matters, A Rubik's Cube Mosaic","Art","Art","USD",2012-06-30,30000,2012-05-01,1561,22,"US",1561,30000,1561,"0",1269.106,24390.24,60
"157272",1799992058,"Calabash: The Road to the World Cup","Documentary","Film & Video","USD",2013-04-10,14000,2013-02-24,14975,87,"US",14975,14000,14975,"1",12174.8,11382.11,45
"268918",438411928,"Sylvia Bowman's First Poetry Collection: We Met, Once Before","Poetry","Publishing","USD",2014-02-12,2000,2014-01-13,2002,40,"US",2002,2000,2002,"1",1627.642,1626.02,30
"226534",221536040,"Food-Ease for Foodies","Small Batch","Food","USD",2015-02-15,6483,2015-01-16,15,1,"US",15,6483,15,"0",12.19512,5270.73,30
"44490",1226041118,"MAEN Watches: A New Standard in Affordable Luxury Watches","Accessories","Fashion","SEK",2017-06-27,1e+05,2017-05-23,358925,187,"SE",42490.91,11838.38,42490.91,"1",34545.46,81300.81,35
"312503",661828449,"Trash Fashion Project - Upcycled Art","Fashion","Fashion","GBP",2014-12-31,1500,2014-11-11,12,3,"GB",18.53,2315.96,18.53,"0",15.06504,1219.51,50
"135542",1688248318,"HIDDEN SECRETS - Short Movie","Drama","Film & Video","USD",2015-08-16,7000,2015-07-17,0,0,"US",0,7000,0,"0",0,5691.06,30
"373383",972586687,"SEVERING TIES - Starring KALKI KOECHLIN & GULSHAN DEVAIAH","Shorts","Film & Video","GBP",2013-12-19,4000,2013-11-19,4015,77,"GB",6567.43,6542.9,6567.43,"1",5339.374,3252.03,30
"208188",2060994287,"Clay in the Classroom (Canceled)","Crafts","Crafts","USD",2012-10-18,3000,2012-09-18,131,6,"US",131,3000,131,"0",106.5041,2439.02,30
"105429",1535846167,"Ferro Airborne -  Titanium or Copper  Pilot Watches","Product Design","Design","CAD",2015-09-18,12000,2015-08-18,96050,325,"CA",73731.48,9211.64,73731.48,"1",59944.29,9756.1,31
"125535",163733825,"Change Your Outlook","Product Design","Design","USD",2014-11-29,24250,2014-11-07,50,3,"US",50,24250,50,"0",40.65041,19715.45,22
"304883",622477889,"Graduates Gain by Helping Businesses Export","Web","Technology","GBP",2015-09-11,5000,2015-08-11,558,23,"GB",860.61,7711.53,860.61,"0",699.6829,4065.04,31
"171673",1873323960,"Wovyn: Weaving your Internet of Things","Technology","Technology","USD",2012-06-25,1e+05,2012-05-11,18618.01,109,"US",18618.01,1e+05,18618.01,"0",15136.59,81300.81,45
"103849",152795399,"The Most Effective Leads Generation Software","Software","Technology","GBP",2015-10-25,5000,2015-09-25,0,0,"GB",0,7669.89,0,"0",0,4065.04,30
"58617",1298110165,"Black Mesa Brewing Co.","Food","Food","USD",2013-01-27,17990,2012-12-26,6173.23,65,"US",6173.23,17990,6173.23,"0",5018.886,14626.02,32
"253470",359087314,"The Israel Lobby DVD","Documentary","Film & Video","USD",2015-08-19,5000,2015-07-20,300,5,"US",300,5000,300,"0",243.9024,4065.04,30
"177784",1904382863,"A Way of the World","Documentary","Film & Video","GBP",2014-06-15,15000,2014-05-06,480,12,"GB",817.84,25557.58,817.84,"0",664.9106,12195.12,40
"263758",411268258,"C. Whitney Guitars Presents: The Dragon's Heart Plectrum","Music","Music","USD",2014-06-29,5000,2014-04-30,632.21,26,"US",632.21,5000,632.21,"0",513.9919,4065.04,60
"248904",336034178,"citydrift/Bushwick","Public Art","Art","USD",2012-09-22,3000,2012-08-23,4034.67,21,"US",4034.67,3000,4034.67,"1",3280.22,2439.02,30
"232929",253862775,"A Hobby Like No Other: Model Railroad Tours DVD Set","Film & Video","Film & Video","USD",2016-06-25,1300,2016-05-26,2324,30,"US",2324,1300,2324,"1",1889.431,1056.91,30
"346466",834867521,"Christopher's All Naural Hot Sauce!!!","Food","Food","USD",2013-08-11,300,2013-07-12,651,20,"US",651,300,651,"1",529.2683,243.9,30
"372107",966155699,"No Turf Unturned!","Art","Art","GBP",2014-05-07,5000,2014-04-06,5598.5,110,"GB",9440.5,8431.28,9440.5,"1",7675.203,4065.04,31
"103431",1525954684,"Archery Sight","Gadgets","Technology","USD",2016-01-15,2000,2015-11-16,3902,22,"US",3902,2000,3902,"1",3172.358,1626.02,60
"150554",1765017883,"The KEANU CODE","Nonfiction","Publishing","USD",2014-02-19,15069,2013-12-31,3878.65,140,"US",3878.65,15069,3878.65,"0",3153.374,12251.22,50
"33479",1169956436,"Anarchy mini series","Digital Art","Art","USD",2015-12-12,4500,2015-10-28,0,0,"US",0,4500,0,"0",0,3658.54,45
"239126",285878552,"Yurt Alert: Let's Crochet a Home!","Crochet","Crafts","USD",2010-01-01,5500,2009-10-05,5680,101,"US",5680,5500,5680,"1",4617.886,4471.54,88
"372416",967760827,"Anna Pierrepont Series on the Road","Conceptual Art","Art","USD",2013-05-19,10,2013-04-19,115,5,"US",115,10,115,"1",93.49593,8.13,30
